OBJECTID,FIPSCODE,FIPSNUM,NAME,LABEL,TYPE,SQKM,SQMILES,ACRES,VER,LAYOUT,PENINSULA,ShapeSTArea,ShapeSTLength
227,65720,65720,Porter,Porter Township,Township,141.464,54.619,34956.035,17A,portrait,lower,255074102.503906,66795.3002586698
228,54460,54460,Milton,Milton Township,Township,55.221,21.321,13645.194,17A,landscape,lower,99411317.9179688,41360.4661029175
229,60900,60900,Ontwa,Ontwa Township,Township,54.396,21.002,13441.467,17A,landscape,lower,97933227.9101562,41130.3755228763
230,52140,52140,Mason,Mason Township,Township,53.149,20.521,13133.192,17A,landscape,lower,95691322.8671875,40430.5034007338
231,70920,70920,St James,St James Township,Township,54.359,20.988,13432.251,17A,landscape,lower,111769641.257812,188844.360094171
232,63140,63140,Peaine,Peaine Township,Township,138.795,53.589,34296.717,17A,portrait,lower,284196666.917969,83276.092298587
233,37320,37320,Hayes,Hayes Township,Township,89.388,34.513,22088.102,17A,portrait,lower,180923149.988281,62129.158341717
234,06000,6000,Bay,Bay Township,Township,53.688,20.729,13266.563,17A,portrait,lower,108575190.507812,49868.6543386279
235,14800,14800,Charlevoix,Charlevoix Township,Township,19.997,7.721,4941.199,17A,landscape,lower,40458696.3164062,70940.0006355987
236,14780,14780,Charlevoix,City of Charlevoix,City,5.293,2.044,1307.854,17A,landscape,lower,10709872.203125,29689.2989828241
237,26680,26680,Eveline,Eveline Township,Township,95.001,36.68,23474.965,17A,landscape,lower,191734258.203125,61593.6290296416
238,14560,14560,Chandler,Chandler Township,Township,91.949,35.501,22720.77,17A,portrait,lower,185600346.753906,54669.1750179898
239,52880,52880,Melrose,Melrose Township,Township,90.394,34.901,22336.707,17A,landscape,lower,182472626.09375,55023.8887861952
240,51620,51620,Marion,Marion Township,Township,68.413,26.414,16905.109,17A,portrait,lower,138113018.003906,50039.3518114078
241,59340,59340,Norwood,Norwood Township,Township,47.47,18.328,11730.017,17A,portrait,lower,95839066.984375,48845.4770977376
242,26580,26580,Evangeline,Evangeline Township,Township,38.397,14.825,9488.079,17A,landscape,lower,77506331.671875,50606.2457727444
243,09820,9820,Boyne City,City of Boyne City,City,13.311,5.139,3289.251,17A,landscape,lower,26840363.1054688,27234.3298291852
244,09860,9860,Boyne Valley,Boyne Valley Township,Township,92.386,35.67,22828.709,17A,portrait,lower,185934188.046875,54665.5169447229
245,39700,39700,Hudson,Hudson Township,Township,92.023,35.53,22739.02,17A,portrait,lower,185188189.882812,54736.4249100533
246,87700,87700,Wilson,Wilson Township,Township,89.09,34.398,22014.458,17A,portrait,lower,179305433.4375,56884.2791711928
247,74680,74680,South Arm,South Arm Township,Township,84.771,32.73,20947.078,17A,landscape,lower,170627548.664062,85876.0046948462
248,24020,24020,East Jordan,City of East Jordan,City,9.985,3.855,2467.393,17A,portrait,lower,20093442.5703125,30501.3216712397
249,50300,50300,Mackinaw,Mackinaw Township,Township,29.779,11.498,7358.489,17A,portrait,lower,61158780.0664062,55741.4389005237
250,06500,6500,Beaugrand,Beaugrand Township,Township,62.054,23.959,15333.73,17A,portrait,lower,127114236.007812,49396.1739386485
251,37480,37480,Hebron,Hebron Township,Township,89.903,34.712,22215.342,17A,landscape,lower,184235676.722656,54767.3652676602
252,07420,7420,Benton,Benton Township,Township,158.987,61.385,39286.035,17A,landscape,lower,324952320.785156,107275.282577382
253,15000,15000,Cheboygan,City of Cheboygan,City,17.99,6.946,4445.394,17A,portrait,lower,36814332.2109375,32521.9885826705
254,56280,56280,Munro,Munro Township,Township,90.974,35.125,22479.996,17A,portrait,lower,185866713.496094,54476.2023397236
255,40820,40820,Inverness,Inverness Township,Township,95.979,37.058,23716.71,17A,landscape,lower,196072978.183594,61365.0176476847
256,34200,34200,Grant,Grant Township,Township,149.929,57.888,37047.901,17A,portrait,lower,305558496.539062,75428.6569039435
257,11980,11980,Burt,Burt Township,Township,90.82,35.066,22441.865,17A,portrait,lower,184991379.601562,54438.5825409257
258,56100,56100,Mullett,Mullett Township,Township,92.669,35.78,22898.811,17A,landscape,lower,188735693.96875,54757.6199169864
259,01720,1720,Aloha,Aloha Township,Township,83.307,32.165,20585.369,17A,portrait,lower,169634972.988281,52280.7022670964
260,43820,43820,Koehler,Koehler Township,Township,119.086,45.979,29426.439,17A,landscape,lower,241787603.054688,64554.1038643583
261,80880,80880,Tuscarora,Tuscarora Township,Township,108.811,42.012,26887.528,17A,landscape,lower,220955312.050781,61077.5405764072
262,84760,84760,Waverly,Waverly Township,Township,137.381,53.043,33947.321,17A,landscape,lower,278879864.183594,67990.2401219693
263,82940,82940,Walker,Walker Township,Township,89.74,34.649,22174.935,17A,portrait,lower,181641531.324219,53806.5621288795
264,25400,25400,Ellis,Ellis Township,Township,92.43,35.687,22839.816,17A,portrait,lower,187106635.707031,54922.407162681
265,53100,53100,Mentor,Mentor Township,Township,92.852,35.85,22943.974,17A,portrait,lower,187974946.570312,54961.7792140207
266,29400,29400,Forest,Forest Township,Township,179.959,69.482,44468.4,17A,portrait,lower,363662714.917969,81248.6217879118
267,59500,59500,Nunda,Nunda Township,Township,184.663,71.299,45630.838,17A,landscape,lower,372662221.097656,81574.2201592482
268,87640,87640,Wilmot,Wilmot Township,Township,93.275,36.013,23048.477,17A,portrait,lower,188259324.195312,54965.7507388
269,86700,86700,Whitefish,Whitefish Township,Township,636.692,245.827,157328.305,17A,portrait,upper,1348359058.875,186057.478536966
270,77020,77020,Sugar Island,Sugar Island Township,Township,198.406,76.605,49026.706,17A,portrait,upper,417738278.074219,99462.9633731217
271,71740,71740,Sault Ste Marie,City of Sault Ste Marie,City,52.024,20.086,12855.214,17A,landscape,upper,109695069.082031,48373.859503809
272,06070,6070,Bay Mills,Bay Mills Township,Township,201.455,77.782,49780.126,17A,landscape,upper,424292430.855469,146447.910126945
273,74620,74620,Soo,Soo Township,Township,175.633,67.812,43399.417,17A,landscape,upper,368685098.433594,144757.121753179
274,77540,77540,Superior,Superior Township,Township,271.049,104.652,66976.949,17A,landscape,upper,569463815.890625,114878.885220914
275,11280,11280,Bruce,Bruce Township,Township,234.703,90.619,57995.758,17A,portrait,upper,492082685.101562,100235.458492116
276,19540,19540,Dafter,Dafter Township,Township,124.101,47.916,30665.741,17A,portrait,upper,260552104.625,74761.9654557079
277,15560,15560,Chippewa,Chippewa Township,Township,247.221,95.452,61089.028,17A,landscape,upper,519109232.0625,102958.810944569
278,39860,39860,Hulbert,Hulbert Township,Township,185.81,71.741,45914.124,17A,portrait,upper,389831451.640625,83753.5989711132
279,43480,43480,Kinross,Kinross Township,Township,313.072,120.877,77360.995,17A,landscape,upper,655826070.910156,163011.728030279
280,63980,63980,Pickford,Pickford Township,Township,309.647,119.555,76514.52,17A,landscape,upper,645803461.976562,134803.999150382
281,70220,70220,Rudyard,Rudyard Township,Township,233.575,90.183,57716.947,17A,landscape,upper,487829836.835938,93141.107863252
282,80600,80600,Trout Lake,Trout Lake Township,Township,371.742,143.53,91858.394,17A,landscape,upper,776583615.960938,120952.19184193
283,66760,66760,Raber,Raber Township,Township,369.996,142.856,91427.048,17A,portrait,upper,769536139.863281,138161.683139417
284,23080,23080,Drummond,Drummond Township,Township,593.015,228.963,146535.503,17A,landscape,upper,1229351797.93359,270398.558584456
285,21770,21770,Detour,Detour Township,Township,167.22,64.564,41320.493,17A,landscape,upper,346604805.984375,115103.526747513
286,30280,30280,Franklin,Franklin Township,Township,91.81,35.448,22686.57,17A,landscape,lower,178310155.707031,53298.926182901
287,30900,30900,Frost,Frost Township,Township,91.934,35.496,22717.136,17A,portrait,lower,178550618.171875,53623.3373086107
288,87980,87980,Winterfield,Winterfield Township,Township,94.703,36.565,23401.276,17A,portrait,lower,183939111.988281,54275.731833757
289,77120,77120,Summerfield,Summerfield Township,Township,92.947,35.887,22967.476,17A,portrait,lower,180523257.164062,53741.1647998737
290,36140,36140,Hamilton,Hamilton Township,Township,94.096,36.33,23251.37,17A,landscape,lower,182223781.363281,54019.674412522
291,37340,37340,Hayes,Hayes Township,Township,83.245,32.141,20570.059,17A,portrait,lower,161216930.917969,72036.4074393438
292,35120,35120,Greenwood,Greenwood Township,Township,91.87,35.471,22701.398,17A,portrait,lower,177911889.433594,53425.8234598937
293,67600,67600,Redding,Redding Township,Township,91.853,35.465,22697.201,17A,portrait,lower,177880245.484375,53427.3577055787
294,36800,36800,Harrison,City of Harrison,City,10.42,4.023,2574.891,17A,portrait,lower,20169876.9882812,17990.3958899029
295,03620,3620,Arthur,Arthur Township,Township,93.708,36.181,23155.565,17A,landscape,lower,180947706.113281,53818.655415614
296,37160,37160,Hatton,Hatton Township,Township,93.557,36.122,23118.2,17A,portrait,lower,180653273.847656,53870.6977534169
297,47620,47620,Lincoln,Lincoln Township,Township,92.955,35.89,22969.402,17A,portrait,lower,179489935.121094,53559.7306000217
298,30560,30560,Freeman,Freeman Township,Township,92.675,35.782,22900.299,17A,portrait,lower,178952946.195312,53564.0738441027
299,73000,73000,Sheridan,Sheridan Township,Township,94.46,36.471,23341.279,17A,landscape,lower,181872402.484375,53870.6794378287
300,34220,34220,Grant,Grant Township,Township,85.594,33.048,21150.552,17A,portrait,lower,164817538.113281,85570.1968735715
301,77580,77580,Surrey,Surrey Township,Township,92.557,35.736,22871.115,17A,portrait,lower,178206265.789062,53447.074750948
302,31560,31560,Garfield,Garfield Township,Township,92.601,35.753,22881.886,17A,portrait,lower,178290995.085938,53482.593602274
303,23460,23460,Duplain,Duplain Township,Township,91.622,35.375,22640.097,17A,portrait,lower,171924874.398438,52463.2168046192
304,34840,34840,Greenbush,Greenbush Township,Township,91.682,35.398,22654.87,17A,portrait,lower,172039846.761719,52486.324489243
305,26400,26400,Essex,Essex Township,Township,92.122,35.568,22763.621,17A,landscape,lower,172869053.238281,52619.2423404453
306,46580,46580,Lebanon,Lebanon Township,Township,91.604,35.368,22635.681,17A,landscape,lower,171900243.910156,52471.6415842389
307,61880,61880,Ovid,Ovid Township,Township,90.606,34.983,22388.989,17A,portrait,lower,169536803.613281,56899.4342336866
308,07240,7240,Bengal,Bengal Township,Township,94.55,36.506,23363.534,17A,portrait,lower,176924531.417969,53216.9088301762
309,19620,19620,Dallas,Dallas Township,Township,94.522,36.495,23356.601,17A,portrait,lower,176874564.445312,53257.3648299546
310,70940,70940,St Johns,City of St Johns,City,10.427,4.026,2576.602,17A,portrait,lower,19519524.3554688,31034.4668931192
311,08400,8400,Bingham,Bingham Township,Township,83.548,32.258,20644.977,17A,portrait,lower,156326032.03125,84149.5815174765
312,82320,82320,Victor,Victor Township,Township,93.139,35.961,23014.957,17A,landscape,lower,173791185.421875,52635.6357705809
313,60440,60440,Olive,Olive Township,Township,92.659,35.776,22896.388,17A,landscape,lower,172896490.902344,52588.5326114231
314,68600,68600,Riley,Riley Township,Township,92.46,35.699,22847.006,17A,landscape,lower,172525978.707031,52540.9562888045
315,86140,86140,Westphalia,Westphalia Township,Township,92.106,35.562,22759.561,17A,landscape,lower,171866324.527344,52447.700711512
316,84400,84400,Watertown,Watertown Township,Township,92.448,35.694,22844.263,17A,portrait,lower,172024564.09375,52437.8532094799
317,23580,23580,Eagle,Eagle Township,Township,91.595,35.365,22633.321,17A,portrait,lower,170438748.550781,60412.6043378047
318,22120,22120,Dewitt,City of Dewitt,City,7.716,2.979,1906.616,17A,portrait,lower,14368017.546875,20237.1207405771
319,22140,22140,Dewitt,Dewitt Township,Township,73.702,28.456,18211.903,17A,landscape,lower,137153464.707031,94510.8064259365
320,05900,5900,Bath,Bath Township,Township,90.386,34.898,22334.537,17A,landscape,lower,168192402.886719,66955.1361929015
321,49520,49520,Lovells,Lovells Township,Township,263.341,101.676,65072.292,17A,portrait,lower,523103135.71875,106437.732112551
322,50940,50940,Maple Forest,Maple Forest Township,Township,92.089,35.556,22755.517,17A,landscape,lower,183123527.523438,54100.5336427222
323,30480,30480,Frederic,Frederic Township,Township,186.55,72.027,46097.067,17A,portrait,lower,370427404.300781,81788.6257635388
324,34660,34660,Grayling,Grayling Township,Township,452.244,174.612,111750.834,17A,landscape,lower,895057185.601562,152696.476329649
325,74760,74760,South Branch,South Branch Township,Township,273.246,105.501,67519.951,17A,portrait,lower,539030666.773438,107462.867789396
326,34640,34640,Grayling,City of Grayling,City,5.377,2.076,1328.762,17A,portrait,lower,10635687.0351562,17678.3884216456
327,06600,6600,Beaver Creek,Beaver Creek Township,Township,185.202,71.506,45763.852,17A,landscape,lower,365036299.070312,80891.1966263388
328,51260,51260,Maple Ridge,Maple Ridge Township,Township,280.418,108.269,69292.004,17A,landscape,upper,583235482.15625,111570.379478064
329,56500,56500,Nahma,Nahma Township,Township,444.406,171.586,109814.051,17A,portrait,upper,921621474.035156,154696.325406553
330,31400,31400,Garden,Garden Township,Township,418.262,161.491,103353.573,17A,portrait,upper,865895887.25,214493.730565444
331,04900,4900,Baldwin,Baldwin Township,Township,217.44,83.954,53729.971,17A,landscape,upper,450600948.671875,115910.143672052
332,18280,18280,Cornell,Cornell Township,Township,155.46,60.023,38414.543,17A,landscape,upper,321428607.839844,87343.3200853733
333,09980,9980,Brampton,Brampton Township,Township,61.918,23.906,15300.055,17A,landscape,upper,127971121.398438,57692.3745739931
334,26140,26140,Ensign,Ensign Township,Township,151.362,58.441,37401.988,17A,landscape,upper,312388574.558594,85265.0987298834
335,52220,52220,Masonville,Masonville Township,Township,433.677,167.443,107162.716,17A,portrait,upper,900433663.527344,169412.444853203
336,26380,26380,Escanaba,Escanaba Township,Township,155.837,60.169,38507.692,17A,landscape,upper,321326941.726562,97021.4961989599
337,32300,32300,Gladstone,City of Gladstone,City,13.206,5.099,3263.322,17A,landscape,upper,27237272.5742188,38578.2822728699
338,06040,6040,Bay De Noc,Bay De Noc Township,Township,176.496,68.145,43612.652,17A,landscape,upper,362941420.238281,110437.679789875
339,05420,5420,Bark River,Bark River Township,Township,118.989,45.942,29402.484,17A,portrait,upper,244154584.320312,78927.2894719649
340,85240,85240,Wells,Wells Township,Township,103.619,40.007,25604.62,17A,landscape,upper,213124868.722656,112980.150137272
341,26360,26360,Escanaba,City of Escanaba,City,33.12,12.788,8183.98,17A,landscape,upper,68054075.0585938,83238.8100447436
342,29380,29380,Ford River,Ford River Township,Township,167.961,64.85,41503.533,17A,portrait,upper,344035395.753906,130403.908071132
343,26960,26960,Fairbanks,Fairbanks Township,Township,123.439,47.66,30502.146,17A,portrait,upper,252950280.894531,169383.343049014
344,70600,70600,Sagola,Sagola Township,Township,420.888,162.505,104002.507,17A,portrait,upper,876213252.4375,153524.887138762
345,27660,27660,Felch,Felch Township,Township,374.784,144.704,92610.248,17A,portrait,upper,779275982,139584.003718566
346,85520,85520,West Branch,West Branch Township,Township,281.112,108.537,69463.529,17A,portrait,upper,586153924.148438,97771.4481452616
347,10200,10200,Breen,Breen Township,Township,233.915,90.315,57800.944,17A,landscape,upper,484601320.039062,111349.026751365
348,59240,59240,Norway,Norway Township,Township,233.369,90.104,57666.213,17A,portrait,upper,481535286.003906,145822.349904958
349,10220,10220,Breitung,Breitung Township,Township,175.337,67.697,43326.132,17A,portrait,upper,361636019.246094,137394.036186711
350,84700,84700,Waucedah,Waucedah Township,Township,233.377,90.107,57668.195,17A,portrait,upper,480899282.570312,107787.084444292
351,40960,40960,Iron Mountain,City of Iron Mountain,City,21.071,8.136,5206.744,17A,landscape,upper,43405973.4726562,33518.1141485549
352,43300,43300,Kingsford,City of Kingsford,City,11.888,4.59,2937.552,17A,landscape,upper,24469562.4609375,24909.2083563276
353,59220,59220,Norway,City of Norway,City,24.452,9.441,6042.107,17A,portrait,upper,50323660.4375,39142.7963485149
354,60700,60700,Oneida,Oneida Township,Township,83.901,32.394,20732.123,17A,portrait,lower,155670857.589844,83179.4805254048
355,70020,70020,Roxand,Roxand Township,Township,94.399,36.447,23326.168,17A,landscape,lower,175162959.820312,52955.5385937175
